review,label,
Upgrade go pay sangat mengecewakan sdh berkali2 ambil foto ktp tetep ga bisa2 malah kembali trus ke kamera.,Aplikasi,
"Aplikasi suka error pesen goshop 1 yg datang 2 ,kasihan kalou cancle !!!!! Semoga kedepannya yg punya gojek siapa namanya tuh? Karim??? Lebih mentingi driver dong kasihan mereka kerja untuk kekayaanmu apa lagi km sekarang mentri!!!! Ada aplikasi pay later telat bayar denda sehari 2500 gila banget !!! Ngalah2i rentenir!!! HARAM CUK!",Aplikasi,
"Aku kesel bangat dgn aplikasih ini selama ad fitur KASTAMER TDK BISA censel makanan,,,,,",Aplikasi,
Penanganan nya buruk!!! transfer uang sebesar 25K dari akun customer ke bank harus nunggu selesai lebaran. Emang yg kerja cuma 1 orang doang di GOPAY nya? Mungkin 25K menurut anda ngga ada apa2nya tapi buat tmn saya yg itu sangat berharga...!!!,Layanan Pelanggan,
"sistemnya kurang bagus,sering eror, terutama masalah pembayaran gopay",Aplikasi,
"Udah pengajuan untuk gofood dari tahun kemarin sampe sekarang tidak di acc, dikirimin email tapi selalu jawabannya disuruh lengkapin data terus dari 3 bulan lalu, kalau memang tidak di acc mending bilang ditolak jangan nyuruh lengkapi data terus",Akun,
"Saya pengguna gojek, dan tidak menggunakan grab. Aplikasi sering error dan minta ditutup paksa. Mohon untuk diperbaiki. Dan tolong dibuatkan item khusus untuk chat dengan driver. Tidak perlu membuka orderan yang sedang berjalan.",Aplikasi,
"Ini gimana sih gojek saya update malah eror gini saya mau ke tempat tujuan malah gabisa keterangannya lokasi tidak ketemu, jelas jelas di maps ada gajelas bgt sekarang pake gojek perbaikin dong",Aplikasi,
"Saran aja wat manajemen Gojek, klo bisa pas pesan gofod dikasih driver yg deket sama lokasi pesanan, jadi utk driver gak kejauhan trus pelanggan juga gak kelamaan nunggunya, jadi gak perlu lagi pembatalan pesanan gara2 kejauhan.",Layanan Pelanggan,
"Gojek gimana dah, aku udah 2x daftar gojek plus tetep aja di tolak. Padahal udah sesuai petunjuk. Yg bener gimana.",Akun,
"apk gojek kenapa saya sdh lama menggunakan apk ini buat bayar bayar listrik tapi ahir ahir ini kalau saya beli token listrik nomer tokenya selalu kurang yg seharusnya 20 angka cuman 14 angka, terpaksa sy tlpn pln untuk tanya nomer yg kurang, atau saya keluar apk lalu masuk lagi baru nomer token muncul dgn lengkap sangat merepotkan sekali tolong jek di perbsiki lagi apk ini",Aplikasi,
tolong memproses ugrade goplusnya dipercepat min kita butuh banget saya sudah mengikuti aturan kok ditolat terus emang ..apa muka saya beda. di KTP sudah nunggunya. 3 hari ditolak kecewa ini buat akun prakerja buat. korban PHK jangan di persulit tolooong kita rakyat kecil,Akun,
saya mengalami kesusahan top up game di karna kan top up ke game free fire belum masuk tapi saldo gopay sudah mengurang,Transaksi,
Kenapa saya email ke CS buat perubahan nomer yg hilang . dan mau mengganti nomer gak di respon terus mohon di perhatikan,Akun,
Di hapeku malah ngehang stelah update. Coba2 ketemu solusi dg forbid contact permission. Rupanya aplikasi belum bisa tanganin sikronisasi baca kontak di hp scra cepat.,Aplikasi,
Padahal awalnya saya pelanggan tetap gojek tapi makin kesini biaya ongkir semakin tidak rasional naiknya padahal belum sebulan jarak dibawah 1km cuma 5rb kemudian naik 6rb skrg jadi 8rb bulan depan berapa? 10rb? Terus tau2 ongkirnya 100rb aja nanti. Gila sih ini perhitungan ekonomi dan algoritmanya kaya gimana,Layanan Pelanggan,
"Nyaman si pakek gojek, tapi klo akun kita uda lama, sama sekali ga ada promo, harga naik drastis parah, dulu sampek rumah sekitar 4000 - 6000, sekarang 9000 - 12000 duh harga pelajar sd - smp ini mahal bangett, trus ini baru aja ada masalah gopay, ga bisa masuk ke gojeknya, ga ada pilihannya gopay or tunai, terpaksa pakek tunai, haduh, tolong diperbaiki dong, klo masi seperti ini saya pindah grab aja deh",Layanan Pelanggan,
"Aplikasinya belum sempurna. Order burger king via go food, saya salah tekan sehingga salah pesan. Ga bisa dicancel. Tidak hanya merugikan konsumen tetapi juga driver nya kasihan",Aplikasi,
TOLONG SEGERA DI PROSES UNTUK PEMBAYARAN GO-PULSA. SAYA SUDAH BELI PULSA 75000 MELALUI APLIKASI GOJEK . SUDAH 1 X 24 JAM BELUM JUGA MASUK . SUDAH DI BUAT KELUHAN DI MENU BANTUAN . HASIL TETAP NIHIL . TOLONG SEGERA DI PROSES . KARNA KAMI SEBAGAI CUSTOMER MERASA SANGAT KECEWA . JANGAN KARNA KESALAHAN SEPERTI INI KAMI BERALIH KE APLIKASI SEBELAH!!!,Transaksi,
"Saya topup gopay, lewat atm bni transaksi gagal, saldo atm saya hilang...bantuan respon lambat, sengaja kali ngambil uang orang kecil",Transaksi,
"Saya pernah pesan gocar, ga ada fotonya, ga ada platnya, gps ga nyala, gabisa di chat via aplikasi. Apa bisa kaya gitu ya ? Apa bs lolos yang seperti itu drivernya ? Krn ga aman sekali, krn saya takut jd saya cancel",Aplikasi,
Semakin kesini semakin aneh penyamaran no TLP di food bikin ribet castemer dan drever karna klo pas no sama2 profeder g masalah klo beda itu dah bikin Maslah baik g di sediain tlp gratis pula sangat merugikan,Layanan Pelanggan,
"Tolong gojek di perbaiki lagi dalam verifikasi pesanan, saya order lebih dari 1 jam menunggu, setiap cek di aplikasi ternyata drivernya ganti, tapi tidak ada notifikasi kalau orderan di cancel/diterima, saya hubungi driver terakhir ternyata driver tidak mendapat orderan dari aplikasi, kalau tau seperti ini saya belanja sendiri saja, tolong di perbaiki saya rugi karena membuang waktu menunggu padahal barang yang saya beli penting",Layanan Pelanggan,
"Kenapa selalu saat saya cari makanan di go-food, setiap toko selalu tidak ada fotonya. Bagaimana ini? Setiap toko jadi tidak menarik di mata saya",Layanan Pelanggan,
"Mohon update nya... jarak driver yg pick orderan nya jauh terus, bahkan lebih jauh dari jarak destinasi saya.. tolong efisiensi kan, biar mitra ga kejauhan dan saya juga ga harus nunggu lama banget",Layanan Pelanggan,
Kenapa fitur chtnya tidak bisa di pakai sudah 2 hari ini??? Mohon diperbaiki,Aplikasi,
Knp y saya mau upgrade buat ambil saldo gopay malah gk bisa Karena buram y emang buram emang hp saya kek gina gimana si saya tidak menyarankan aplikasi ini dikarenakan tidak mudah untuk meng operasikan nyh,Akun,
"Hari ini topup gopay melalui internet banking, saldo sudah kepotong tapi ditungguin saldo gopay tidak muncul. Kecewa sekali komplen ke cs suruh tunggu 2x24 jam Heelllllloo.. pak bu saya isi gopay buat beli gofood sekarang, masa harus tggu 2 hari lagi saya baru makan?? coba mikir ya",Transaksi,
"Akibat no di samarkan saya jadi pusing,,driver selalu minta no saya di chat,,apalagi posisi lagi sibuk,,,",Layanan Pelanggan,
Belakangan ini saya diemail oleh findaya mereka bilang saya ada tagihan paylater gopay. Padahal saya sama sekali tidak pernah memberikan akun saya untuk aplikasi gopay. Sama sekali tidak pernah. Namun kenapa hal demikian bisa terjadi? Saya browsing di internet pun banyak orang lain mengalami kejadian seperti saya. Mohon di lakukan pengecekan. Ini sangat mengganggu dan merugikan saya!,Akun,
Berikan voucher seperti dulu 25 rb tanpa minimum belanja... Biar ga kalah sama sebelah.. Buat paket hemat gofood atau goride untuk anak2 remaja dan semoga gojek jadi lebih baik,Layanan Pelanggan,
"Tolong di beri kejelasan,, saya top up saldo gopay 300.000 tapi tidak bisa masuk padahal saldo atm sudah terpotong itu kenapa ya?",Transaksi,
Saran dong tambah in pelayanan buat manggil montir jg ke rumah,Aplikasi,
Kenapa ongkir nya mahal sekali kemaren 5k sekarang 6k bikin gk nyaman pengguna,Layanan Pelanggan,
Apasih udah di aktifin lokasi nya minta aktifin lagi udah di refresh gitu juga padahal terdesak mau gofood!,Aplikasi,
Kenapa akun gojek saya tidak bisa masuk saya mau top up gojek tapi pas saya coba masuk kan lagi kok gak bisa padahal nomor saya udah cocok. saya malu dengan teman teman saya mereka semua bisa top up di gojek saya harap semua masalah saya bisa selesai secepat nya saya juga mau mengisi gojek saya untuk top up diamond FREE FIRE karena saya mau kayak teman teman saya yg punya banyak diamod semoga di perbaiki😣,Aplikasi,
"Saya sebagai pengguna aplikasi gojek sangat kecewa dengan gojek,Kasian mitra2 driver mu disaat wabah corona masih mencari nafkah diluar untuk makan istri dan anak ,tanpa ada kompensasi bantuan dr pihak gojek",Layanan Pelanggan,
"Gojek anjing, babi, coba itu suruh turun kelapangan yg gantinya Nadim. Suruh dia cobain jadi driver, bukan mensehjaterakan driver klau systemnya kayak gini sejam sekali baru dapat oderan. Terkadang lebih dari sejam bahkan 2 jam lebih baru dapat oderan. Istri n anak mau dikasih makan apa, kontrakkan, n motor juga harus dibayar, terkadang pulang cuma dapat 5 / 6 oderan. Duit yg didapat hanya cukup untuk beli bensin dan rokok.",Layanan Pelanggan,
"Tolong mapsnya diperbaiki ya. Masa mapsnya malah ngarahin jalur yang jauh banget? Ada driver nerima pesanan saya, tapi ngga kenal daerah rumah saya, ngikutin maps malah diarahin muter-muter jauh. Kasihan kan drivernya. Saya juga jadi nunggu hampir 15menit, padahal posisi awal driver lumayan deket sama rumah saya. Harusnya bisa nyampe 5 menit jadi 15 menit kan kacau!",Aplikasi,
"Kenapa gw harus di beku kan nunggu 3 hari lagi.. Yang minta di batalkan driver nya udah brapa kali gw pesen driver pas mw goshop selalu ga bawa uang,atau uang kurang lah,ya otomatis dong hrus di batal kan... Kynya hrus pndah ke aplksi sebelah nih klo gini,driver yg mnta di batalkan akun gw yg di bekukan... anehhhhh malesss AKUN KAMU TERDETEKSI MELANGGAR KEBIJAKAN KAMI DENGAN MELAKUKAN TERLALU BANYAK PEMBATALAN PESANAN. TUNGGU 3 HARI SAMPAI AKUN AKTIF.. update... sekarang malah di blockir 30 hri",Akun,
"Tolong dong diperbaiki masalah titik GPS baik lokasi penjemputan maupun pengantaran tidak pas,dulu kalo set auto lokasi selalu pas skrg harus set manual...driver yg jemput sering bingung karena titik jemput dan antar tidak pas padahal sdh ketik lokasi tujuan yg benar(contoh: ketik lokasi A setelah pesan tiba2 tujuan ditampilan map berubah ke lokasi B dan selisih jarak cukup jauh sampai 1km lebih),mau ga mau harus set manual dan memakan waktu, seharusnya praktis malah ribet!!!!",Aplikasi,
"Error, tidak bisa cancel orderan tombol cancel jadi abu2 dan notif mode offline, padhal internet lancar buka gofood,go ride, dll lancar tapi waktu tampilan orderan jadi mode offline,Tolong di perbaiki, parah..!",Aplikasi,
"Tolong dong upgrade dipercepat, dana instensif berhasil di kartu prakerja di saldo gopay belum ada , karena belum ke upgrade sudah hampir 5x24 jam . Gimana ini.",Akun,
"Saya mau complain , saldo limit paylater saya bertambah jadi 1.250.000 dari sebelum nya 750.000 , tapi dengan naik nya saldo limit saya biaya berlangganan juga ikut naik dari sebelum nya limit 750.000 biaya langganan hanya 12.500 . Tapi ketika limit saya naik menjadi 1.250.000 , biaya langganan nya naik tidak wajar menjadi 49.000 . Jadi saya keberatan lebih baik tidak usah menaikan limit saya agar biaya langganan kembali wajar dengan hanya 12.500",Akun,
Aplikasi ini sudah mulai mahal. Mending cari yang murah. Karena drivernya pun udah tidak diperhatikan lagi pendapatannya.,Layanan Pelanggan,
"saya dapat 2 voucher cashback 70% di Google Play, saya sudah baca syarat dan ketentuannya tapi ketika saya sudah traksaksi kenapa saya tidak dapat cashback? biasanya tidak seperti ini, sebelumnya selalu dapat cashback",Transaksi,
"Sudah 1 bulan tidak ada promo Go-ride dan Go-car, sebelumnya selalu tiap minggu dapat promo dari gojeq/go-pay. Please promo Go-ride & Go-car lagi donk...",Layanan Pelanggan,
Pengalaman saya saldo tetap terpotong di saat membtalkan pesanan belanjaan di alfa pada tanggal 18 april 2020 dan sy sudah mengajukan untk pengembalian saldo beberapa kali tapi sampai sekarang blm di kembalikan Saya sangat kecewa buat saya gojek 👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿,Transaksi,
Tidak bisa login di akun lama karena no yang keblokir sudah diutus oleh cs namun tidak di respon hingga sekarang,Akun,
"Bentar2 minta update, nnti baru d update 2 minggu kemudian minta update lgi... perasaan ya gtu2 aja",Layanan Pelanggan,
Makin gak jelas sistem nya! Nomor telfon segala di privasi!!! Makin banyak orderan fiktif/opik!! Punya argument gak mikir panjang!!! Gak melihat langkah ke depannya!! Gak mikir nasib driver kalo CS gabisa di telfon!! Sistem cacat!!!,Layanan Pelanggan,
"Tolong kepada pihak gojek yg terkait kembalikan skema seperti dulu(akhir 30 poin dengan bonus 140rb) kami butuh makan,biaya keluarga,dan biaya lain2,,,dulu kami berjuang di jalanan,tidak mengenal panas,hujan,bahkan sampai ribut dengan opang untuk membesarkan nama gojek indonesia,,,,kenapa skrng kalian(gojek) membuang kami,dan menjadikan kami budak yg harus di paksa mengikuti aturan kalian yg secara logika tidak saling menguntungkan.tolong gojek segera kembalikan skema dan bonus seperti dulu....",Layanan Pelanggan,
Buat payletter gojek. Tp payletter nya gak aman. Aku gak ada mesan apa2 tiba2 tagihan 220 rbu. Nyesel. Terpaksa bayar takut tambah banyak tunggakannya. Udah ngeluh ke findaya tp slow respon. Muter2 orang nya ngomong.bolak balik isi pulsa buat nelfon. Tp Gak ada solusinya. Harus bayar. Hapus aja payletter nya kalau cuma mau nyusahin orang. Harusnya kenyamanan konsumen nomor 1. Tp buat orang ilvil.,Transaksi,
ISI GOPAY GAK MASUK MASUK SALDO TETAP KE POTONG HILIH PILIR,Transaksi,
GoPoint saya masih banyak Ada 100 lebih belum sempat saya putar eh mau saya putar biar dapat point ko ga Ada yg untuk memutar point nya... Gimana bisa nambah... N bisa tukar point... Lah aku tiap hari pakai gopay point sampai sekarang g nongol nongol... Tolong dong aplikasinya diperbaiki lagi,Layanan Pelanggan,
"Tolonglah perbaiki aplikasinya, seperti perubahan Verifikasi E-KTP gopay , punya saya insentif jadi terkendala karena NIK tidak sama dengan prakerja, kasih solusi lah ?",Akun,
"Kok mahal amat seh gojek ne,, turunin harga donk,, kok biasanya sy byar 5rb jd 10rb,, ke tmpat kerja ku,, jgn gtu donk",Layanan Pelanggan,
"Tolong dibenahi,, saya sudah update aplikasi tapi gak bisa login,, gagal terus. Sudah ikuti tips di aplikasi tapi tetap susah login,, tidak ada kode OTP masuk. tolong dibantu!",Aplikasi,
Kenapa yah stiap order slalu dapat driver jauh.. Padahal liat d apk driver yg deket banyak.. Kasian drivernya kejauhan jemput y.. Klo sy order grab cepet dapet driver yg deket jd untuk saat ini saya pilih grab dulu... Smoga kedepan y gojek lebih baik,Layanan Pelanggan,
Kecewa dgn gojek 1 malaman saya tidak menerima kode otp sampai saya kirim email ke gojek sama aja tdk ada penyelesaiannya,Aplikasi,
"Punya mitra tapi ga di edukasi dengan benar, ada temen pake gosend kirim ke alamat ane, attitudenya kaya sampah. alamat sudah jelas, driver malah bilang nyasar muter2 2jam dari jam 10.. order aplikasi dari jam 10.30 padahal. Klo bohong itu yg pinteran dikit, gatau alamat.. bukane sudah ada gugle maps, bingung ya nanya.. gunain tu congor.... Mana minta ongkos 2x.. nih data oknum mitra blegug. Muchamad Wakhid Nopol. L 4304 UG untung ane yg terima barang. Ane yg order udah ane kasi bintang -1 luh.",Layanan Pelanggan,
"Tekankan ke pengemudi untuk lebih ramah, bukannya marah².. kita mesen baik² kebanyakan so premanisme pengemudi gojek ini!! tidak semua, tapi kebnyakan gitu",Layanan Pelanggan,
"Kalau tetep gak ada perubahan penurunan ongkos go-ride sesuai daerah terutama kota garut jawa barat, Gojek gak bakal laku... Biar enak pada enak terutama buat anak sekolah bikinin akun khusus anak sekolah tarifnya pun beda, jadi 1 orang gak boleh lebih satu akun cs kalau perlu akun cs nya verifikasi wajah biar gak di salah gunakan.",Layanan Pelanggan,
Kecewa banget banget banget ama gojek udah pelit bagi bagi voucher padahal saya lebih milih gojek di banding grab tapi nyatanya belakangan ini gojek pelit banget ga mau bagi bagi voucher.,Layanan Pelanggan,
"Ongkir go food udh gk masuk akal, yg dekat malah mahal, udh gitu beda jam beda ongkir. Gk jelas nih gojek skrg!!!",Layanan Pelanggan,
"tolong dong kalau mau bekukan akun lihat dlu trackingnya .. sy gojek untuk jualan, lebih banyak ke goshoop dpt driver yang susah dihubungi ..gak ada respon ditunggu smpe 10mnit g ada respon ya sy cancel krn posisi ditungguin pembeli , giliran di cancel cari driver lg dpt nya org yang sama ,akhirnya terpaksa sy cancel lagi ..krna driver susah dihubingi .. tau tau akun sy dibekukan ..yg slh kn drivernya tp yg dibekukan akun sy ..tolong diperbaiki pelayanan nya .",Akun,
"Gimanasih mau pesen gofood berkali kali ampe 3 hr ga bisa bisa apa ada masalah Trus tulisannya kyk begini ""Huhu,server kami lagi sibuk silahkan coba lagi""",Aplikasi,
Ongkirnya terlalu mahal padahal jarak dekat cman 1 kilo tolong di perbaiki,Layanan Pelanggan,
"Kepada developer Gojek.. kenapa setiap saya order go-ride...di aplikasinya selalu ""Driver sedang sibuk"" berkali-kali setiap waktu.. padahal bukan jam sibuk (rush hour).. saya juga install di versi terbaru 3.48.2 ini.. apakah ada kesalahan server atau gimana..??? mohon pencerahannya... terima kasih.",Aplikasi,
"Dulu pakai aplikasi ini nyaman bgd tapi sekarang tidak, saya order goride/gocar kenapa yang dapat malah driver yang jauh dari titik saya, al hasil jadi nunggu lama sampai si driver jemput saya padahal di sekitar saya order banyak driver dan posisi aplikasi mereka pun ON/aktif. Tolonglah di perbaiki biar konsumen tdk kecewa nunggu lama. Thnks!",Layanan Pelanggan,
"aplikasi bajingan,,nomer driver disamarkan,,fitur chat,,,jadi susah konfirmasi pesanan.penuh pencitraan. sok2 an peduli driver. banyak driver ngeluh sehari,seminggu g dapat order sama sekali. ada juga driver yg gacor. buat promo seolah2 aplikasi yg keluar duit.padahal semua dibebankan ke resto",Layanan Pelanggan,
"Aplikasi apaan ini...no driver gak bisa dihub, trus waktu dikonfirm driver sama saya malah no saya gak sesuai dengan yg diaplikasi saya. PT. Gojek mau apaan ini merubah no saya, apa mau buat gaduh driver sama customer ?? gak usah rubah rubah no login saya gojek !!!sukur dah mau saya pakai aplikasimu. Makin lama makin buruk saja kinerja PT. Gojek 😡😡😡",Akun,
Saran sy kaya nya gak penting deh samarin no kontak. Klo emang ada driver iseng yaaa tinggal di blokir aja no nya. Gampang kan.? Jangan GR. Jangan lebay. So sy mumet juga . Kemarin pas nyobain dpt cs goride. Plung... Tau tau di cancel. Di tlp gak bisa lagi karena no nya samar dan aneh nya klo orderan udh di cancel gak bisa hub lg. Coba bayangin kl dpt gofood udh di pesan tiba² di cancel. Apa yg mau di hub... Mau gak mau gofood yg udh di pesan di mkn sendiri. Rugu aku tuhhhh -_- semoga pertimbang,Layanan Pelanggan,
"Aplikasi gojek memang jancuk masa iya gue mau upgrade akun gojek gue pke ktp kaga bisa mulu. Dengan alasan foto berbeda dengan di kartu id. Lu kira wajah gue yg sekarang sama wajah dulu harus bisa di samain gitu dasar bodoh nih yg analisanya buta/jereng ahk. Wajah dulu sama wajah sekarang tuh beda setiap tahunnya dasar jancuk. Lama"" gue uninstal nih aplikasi",Akun,
Min.. kenapa gopay saya tidak bisa digunakan di JD.id?? Padahal sebelumnya lancar2 saja.. Sekarang jadi banyak kendala. Gimana solusinya?,Aplikasi,
"Kenapa saldo saya berkurang terus. Bayar ini lah, itu lah.. Contohnya payment smule, padahal saya gak punya aplikasi smule. Saya harus komplen ke siapa.",Transaksi,
Nih ya saya user dari 2018 dan sekarang ditahun ini 2020 perangkat saya dibekukan tanpa sebab dan akun diperangkat saya itu udah saya Vertifikasi data diri sengaja mau saya gunain buat keperluan dan sekarang dengan tiba2 dan gada alasan yang jelas akun saya gabisa dipakai diperangkat saya dengan alasan yang bener2 gajelas SUMPAH gamasuk dinalar pikiran cuma nanya alasan kenapa begini balasannya cuma kebijakan2 aja emang makin kesini sistem gojek udah mulai PAYAH beda dengan tetangga SEBELAH,Akun,
"Gofoodnya akhir2 ini sering lama ya.. Oh iya, kasih rating buat restonya dong jangan drivernya aja.. Biar customer tahu rating resto2 yg enak,. Soalnya saya seringnya nyoba beli di resto random giti rasanya kurang.. Masa' mau komplain ke driver, ya g nyambung dong",Aplikasi,
"Masa driver yg ga punya cukup uang, malah cust yang di kenakan hukuman akun diblokir krn pembatalan pesanan kebijakan gojek , kan bukan salah cust kalo driver gacukup uang trus mnta di cancell .. Anehhh",Akun,
untuk lebih baik kedepannya seharusnya untuk upgrade gojek plus bisa memakai kartu pelajar karena pengguna gojek tidak hanya digunakan oleh orang dewasa tetapi juga para remaja SMP seperti saya Saya harap di respon oleh pihak gojek,Layanan Pelanggan,
"system kerja rodi. . .seharusnya kalau karya anak bangsa,,loss tanpa syarat utk anak bangsa. entah itu hanya sebagai sambian mencari tambhan kebutuhan sehari2 ato sebagai driver full gojek. mohon menjadi pertimbangan lagi bagi manajemen pusat. . . knpa terjadi pengkotak2an dng membagi skema dan bonus. seharusnya biarlah system yg lama berjalan tanpa ada pengkotakan.seharusnya yg dibenahi itu system gojek nya aja..biar gk bisa ato sulit utk diganti skripnya,,agar bisa dibuat apk gojek modifikasi",Layanan Pelanggan,
Bos gojek yang terhormat tolongla kau beri vocher buat pemesanan agar para driver mendaptkan banyak orderan dan juga bisa memberikan timbal balek kpd pihak resto dan pt gojek .semenjak corona melanda pihak resto maupun driver tidak mendapatkan pemasukan yg sesuai saya harap pihak gojek mau mengerti.salam dari palembang,Layanan Pelanggan,
"Eror, sisa gopay jadi nol. Keterangan di aplikasi ditolak. Ngaco asli, udah complain, tidak membantu juga, masih mending aplikasi grab",Aplikasi,
Aplikasi bangke. Tarifnya sekarang edan. Mahal. Tapi ternyata drivernya tidak sejahtera. Gede banget potongan ke driver. #savedriveronline# Karya Anak Bangsa kok begini!!!,Layanan Pelanggan,
"Jujur, alangkah baiknya mulai sekarang sistem pendaftaran baik ojol maupun kostumernya mengunakan KTP atau kartu pelajar. Biar kasus penipuan yg dilakukan oleh org2 yg TDK bertanggung jawab diusut tuntas. Terima kasih🙏",Akun,
Goblok mapnya berubah sendiri. Gofood gak sampe2. Mampus ajah nih aplikasi,Aplikasi,
"saran sy klo bisa akun customer pake no ktp dah masuknya, biar 1 orang gak banyak akun cuma buat order iseng, kasian driver klo masih pagi udh diisengin boking palsu mulu",Layanan Pelanggan,
Udh gak ada promosi lagi nih buat goride. saya tidak butuh vocer gofood .saya butuh vocer goride .karna goride sekarang mahal banget. Mana nih vocer goride buat saya,Layanan Pelanggan,
"sering force close di android saya model color os quadcom 511 2gb, mohon segera ditindak lanjuti",Aplikasi,
"BURUK!! saya beli paket data combo unlimited tapi yang masuk malah chat unlimited, saldo gopay yang di ambil tetap harga paket data combo yang mahal, tapi paket data yang masuk, paket data murah Kalau jual paket data hati-hati dong, jangan ngerugi-in orang",Transaksi,
"Saya sangat kecewa pake aplikasi ini,, saya mengajukan upgrade sudah puluhan kali di tolak terus,, sedangkan akun prakerja saya di hubungkannya dengan gopay. SANGAT KECEWA. JELEK bangett.👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",Akun,
"Mau order gofood lgi setelah sekian lama ga buka gojek, tpi musti input pin dulu baru bisa gunain > minta kode otp > pas buka jendela pesan sebentar> ke jendela gojek lgi > kembali lagi ke input pin>di minta lgi kode otp > buka lagi jendela pesan>ke jendela gojek lgi> eh ter refresh lagi di minta input pin, gitu aja trs! Ini knp si👎",Aplikasi,
"Dear dev gojek, tolong tambah fitur ubah rating ke driver, saya dan kenalan saya pernah memberi rating rendah ke driver secara tidak sengaja. Karena memang salah saya sebagai pemesan, tolong beri fitur ini agar tidak merepotkan driver. tterima kasih",Aplikasi,
"Saya mau daftar akun baru tpi tidak bisa.. Padahal saya pernah pake aplikasi ini Daftar pake nomer hp,email yangg valid juga Masalahnya nomer yangg terdaftar kemaren sudah trblokir,jadi saya mau daftar pake nomer baru tidak bisa.mohon solusinya para suhu suhu yang punya aplikasi.. 😃😃😅😄😐😕😢😕😨😦😤😦😕😨😕😨😕😕😲😲😛😞😜😛😛😟😳😣😨😣😰😛😣😤😳😟😳😛😛😳😳😟😳😳😟😟😧😧😢😣😳😰😛😞😛😛😛😛😛😛😎😞😞😍😞😘😘😘😍😰😳😰😛😚😷😚😞😷😩😲😮😨😮😨😟😚😚😗😚😗😚😗😚😗😚😚😞😚😞😞😚😷😛😩😛😷😛😛😷",Akun,
Drivernya galak kali semua,Layanan Pelanggan,
"Kirim barang pake gojek, barang tidak sampai, terpaksa ganti rugi ke penerima dg barang baru, dan kirim pake aplikasi lain selain gojek, coz sampai sekarang belom ada pertanggungjawaban Meskipun sudah bayar asuransi premium Ternyata sama saja ndak ada beda",Transaksi,
"Setiap mau bayar paylater pasti aplikasi eror mulu, g bisa kebuka, padahal udah versi baru, apa gojek sengaja agar kita para pengguna dendanya semakin bertambah? Udah hari ke 4 sy coba sejak jatuh tempo pembayaran, tp masih aja g bisa kebuka. Huffff",Aplikasi,
Kakak gua baru isiin gua saldo gopay tapi kenapa malah error aplikasinya bangke.,Aplikasi,
Mohon maaf saya tidak pernah menggunakan go pay later tapi kenapa tiba2 saya dapat tagihan untuk pelunasan gopay later? Apa masalahnya yaa padahal tiap saya order saya selalu bayar cash tidk pernah menggunakan gopay later ..,Transaksi,
"Karya anak bangsa rasa penjajah. Ongkir mahal apalagi pas posisi hujan ongkir melambung tinggi. SAYA TANYAKAN KE DRIVERNYA PAK ONGKIRNYA MAHAL KENAPA YA. SI DRIVER MENJAWAB ""JARANG DRIVER ON KAK JADI AGAK SUSAH CARI DRIVER DAN ONGKIR TERJADI LONJAKAN KARENA JUMLAH ORDERAN TERLALU BANYAK TIDAK SEBANDING DENGAN JUMLAH DRIVER YG ON. ITUPUN LONJAKAN HARGA LARINYA KE GOJEK BUKAN KE DRIVER YG JAUH2 DAN HUJAN HUJANAN MENJALANKAN ORDERAN"". WHAT A NICE APPS. 😁",Layanan Pelanggan,
"Dear Gojek, saya kaget biaya langganan paylater naik menjadi 49k yng sebelum nya 12K, saya juga tbtb di naikan kan limit paylater sebelum nya 450 an mnjdi 1jt lbih. Ini buat saya enggan untuk menggunakan paylater lagi, karena besar bgt sebulan biaya langganan nya. Bulan ini sudah kadung saya pakai, dan kalian luar biasa loh.kurang ajar nya. Terima kasih.",Layanan Pelanggan,
"Tlong untuk update gopay plus nya disegerakan. Saya yg penerima insentif prakerja pakai allikasi gopay ini, jd lambat untuk mencair kan dana nya, krna update gopay plus udh hampir sminggu masih aja di proses, ini sama aja menghambat rejeki saya buat cair dana prakerja nya. Udh email berkali"" pun, jawabannya hanya sruh nunggu krna pandemi covid19, smpe kapan nunggu nya klo udh lebih dr sminggu. Mohon respon nya dan tlong d bantuu untuk sgra di dipercepat update-annya untuk gopay plus.",Akun,
"Sy kaget membaca notifikasi pembelian di Google play tanpa verifikasi PIN sementara sy merasa tdk pernah membeli apapun. Memengingat setiap transaksi di GoPay harus memverifikasi PIN, maka sy sangat menyayangkan bahwa pembelian di GooglePlay dikecualikan. Saya ingin menggunakan aplikasi ini dengan nyaman tanpa takut saldo GoPay saya dipotong tiba-tiba untuk pembelian yg tidak saya lakukan terlebih karena tidak ada proses verifikasi menggunakan PIN terlebih dahulu sebelum verifikasi divalidasi..",Layanan Pelanggan,
"Gojek sekarang knp berapa hari udah suruh update. Udah diupdate,lagi berapa hari suruh update lg. Capek deh, jd nggak nyaman dgn aplikasi gini",Layanan Pelanggan,
Isi saldo gopaynya tambahin Indomaret dong,Layanan Pelanggan,
